Date,buyT,buyP,sellT,sellP,PandL
2021-01-21,10:30:00,55.7,11:45:00,56.08571428571429,0.3857142857142861
2021-01-21,12:45:00,55.85,13:45:00,55.39999999999999,-0.45000000000000995
2021-01-29,13:15:00,50.15,14:00:00,50.57142857142857,0.4214285714285708
2021-01-29,10:45:00,49.85,14:00:00,50.614285714285714,0.7642857142857125
2021-02-01,11:30:00,52.6,15:15:00,52.4,-0.20000000000000284
2021-02-01,12:45:00,52.35,15:15:00,52.4,0.04999999999999716
2021-02-03,09:15:00,53.05,15:15:00,52.55,-0.5
2021-02-03,10:30:00,52.95,15:15:00,52.55,-0.4000000000000057
2021-02-01,14:45:00,52.4,15:15:00,52.4,0.0
2021-02-04,09:15:00,53.85,14:00:00,54.628571428571426,0.7785714285714249
2021-02-08,13:15:00,53.2,15:15:00,53.1,-0.10000000000000142
2021-02-11,10:45:00,52.65,14:00:00,53.09285714285714,0.44285714285714306
2021-02-11,13:45:00,52.65,14:00:00,53.114285714285714,0.4642857142857153
2021-02-12,14:15:00,55.05,14:45:00,56.28571428571428,1.2357142857142804
2021-02-12,10:00:00,54.6,14:30:00,55.92857142857143,1.3285714285714292
2021-02-15,12:30:00,58.65,15:15:00,56.8,-1.8500000000000014
2021-02-15,13:45:00,58.4,15:00:00,56.792857142857144,-1.607142857142854
2021-02-12,11:30:00,55.2,14:45:00,56.392857142857146,1.192857142857143
2021-02-15,10:00:00,58.65,15:15:00,56.8,-1.8500000000000014
2021-02-18,14:30:00,56.45,15:15:00,55.45,-1.0
2021-02-18,13:00:00,55.6,13:30:00,56.40714285714286,0.8071428571428569
2021-02-19,09:30:00,57.7,14:00:00,55.235714285714295,-2.464285714285708
2021-02-19,11:45:00,57.4,14:00:00,54.88214285714286,-2.517857142857139
2021-02-23,10:15:00,56.45,15:15:00,55.5,-0.9500000000000028
2021-02-25,10:45:00,56.25,11:00:00,57.02142857142857,0.7714285714285722
2021-02-25,13:15:00,56.75,15:15:00,56.4,-0.3500000000000014
2021-03-02,12:00:00,61.3,15:15:00,61.3,0.0
2021-03-02,09:15:00,56.35,09:45:00,57.02857142857143,0.6785714285714306
2021-03-02,13:45:00,61.3,15:15:00,61.3,0.0
2021-03-03,11:30:00,65.75,15:15:00,64.75,-1.0
2021-03-03,14:45:00,65.3,15:15:00,64.75,-0.5499999999999972
2021-03-16,12:00:00,81.1,14:45:00,82.38571428571429,1.2857142857142918
2021-03-16,13:30:00,81.3,14:30:00,82.15714285714286,0.8571428571428612
2021-03-17,11:15:00,86.9,15:15:00,87.25,0.3499999999999943
2021-03-16,14:30:00,81.5,14:45:00,82.54285714285714,1.0428571428571445
2021-03-18,09:15:00,90.85,10:00:00,89.32857142857142,-1.5214285714285722
2021-03-18,11:00:00,89.9,14:15:00,86.07500000000002,-3.8249999999999886
2021-03-22,09:30:00,95.75,15:15:00,96.8,1.0499999999999972
2021-03-22,13:30:00,96.8,15:15:00,96.8,0.0
2021-04-05,10:45:00,93.2,15:15:00,93.75,0.5499999999999972
2021-04-05,11:45:00,93.75,15:15:00,93.75,0.0
2021-04-16,09:30:00,91.8,09:45:00,93.49285714285715,1.6928571428571502
2021-04-16,13:30:00,93.45,15:00:00,92.18571428571428,-1.2642857142857196
2021-04-23,09:30:00,88.2,10:00:00,90.10000000000001,1.9000000000000057
2021-04-23,13:15:00,89.05,15:15:00,87.65,-1.3999999999999915
2021-04-27,13:45:00,89.3,15:15:00,90.34285714285714,1.0428571428571445
2021-04-28,12:00:00,90.85,13:45:00,91.90714285714286,1.057142857142864
2021-04-28,12:15:00,91.0,13:45:00,92.07142857142857,1.0714285714285694
2021-04-29,12:30:00,98.0,15:15:00,96.5,-1.5
2021-04-29,11:45:00,97.7,15:15:00,96.5,-1.2000000000000028
2021-04-28,13:30:00,90.9,13:45:00,91.67857142857143,0.7785714285714249
2021-05-04,09:30:00,96.7,11:45:00,98.34285714285714,1.6428571428571388
2021-05-04,11:00:00,96.75,11:45:00,98.47857142857143,1.7285714285714278
2021-05-04,13:45:00,96.9,14:30:00,94.93928571428572,-1.960714285714289
2021-05-04,11:30:00,97.1,12:00:00,98.7,1.6000000000000085
2021-05-05,11:00:00,97.6,15:15:00,97.05,-0.5499999999999972
2021-05-06,11:00:00,98.1,15:15:00,96.5,-1.5999999999999943
2021-05-10,10:45:00,98.65,15:15:00,98.7,0.04999999999999716
2021-05-07,11:45:00,98.1,15:15:00,96.8,-1.2999999999999972
2021-05-11,09:15:00,100.25,15:15:00,99.0,-1.25
2021-05-07,09:15:00,99.25,14:15:00,97.225,-2.0250000000000057
2021-05-11,10:45:00,100.45,15:15:00,99.0,-1.4500000000000028
2021-05-17,13:45:00,97.25,15:15:00,97.05,-0.20000000000000284
2021-05-17,12:30:00,97.6,15:15:00,97.05,-0.5499999999999972
2021-05-18,10:30:00,98.1,13:45:00,99.00714285714285,0.9071428571428584
2021-05-18,09:15:00,97.75,10:15:00,98.52142857142857,0.7714285714285722
2021-05-24,09:15:00,102.1,09:30:00,102.92142857142856,0.8214285714285694
